,CellID,ClusterID,ClusterName,Region,Total_molecules,Valid,X,Y,_tSNE_1,_tSNE_2,size_pix,size_um2
1627,1967,4,pyramidal L4,Layer 4,274,1,16177.190759238056,33175.47169865579,32.71107864379883,-55.059837341308594,30841.0,130.30322500000003
1628,4721,4,pyramidal L4,Layer 4,174,1,8089.210059508678,39141.25917642104,35.605831146240234,-61.068206787109375,18544.0,78.34840000000001
1629,1948,4,pyramidal L4,Layer 4,200,1,16506.18562660503,31895.24205384258,39.635746002197266,-59.29582977294922,34155.0,144.30487500000004
1630,528,4,pyramidal L4,Layer 4,206,1,17672.06621454457,31422.486802084648,37.03664779663086,-56.57349395751953,44914.0,189.76165
1631,1933,4,pyramidal L4,Layer 4,167,1,16938.85134547039,33509.449552432714,36.249820709228516,-59.465389251708984,30259.0,127.84427500000001
1632,616,4,pyramidal L4,Layer 4,106,1,19821.56233752586,29749.326174326237,33.9984245300293,-54.07241439819336,13699.0,57.87827500000001
1633,1755,4,pyramidal L4,Layer 4,462,1,15485.78743390727,35528.571826405714,28.48488426208496,-37.27446365356445,43245.0,182.71012500000003
1634,3968,4,pyramidal L4,Layer 6,186,1,12826.851444701811,30855.786317163078,24.26365089416504,-29.829835891723633,28370.0,119.86325000000002
1635,2077,4,pyramidal L4,Layer 4,252,1,13652.63317473812,31916.34679344233,34.23063659667969,-36.82685470581055,56741.0,239.73072500000004
1636,2082,4,pyramidal L4,Layer 4,113,1,13594.255284738423,35125.790969000904,33.574649810791016,-55.969757080078125,12792.0,54.046200000000006
1637,5855,4,pyramidal L4,Layer 4,98,1,4577.430286603743,38638.787364219446,30.9592227935791,-51.37795639038086,13830.0,58.431750000000015
1638,2075,4,pyramidal L4,Layer 4,154,1,13692.388338350274,34477.9214143301,33.96392822265625,-58.64631271362305,33115.0,139.910875
1639,3739,4,pyramidal L4,Layer 4,116,1,9039.4170156825,37552.0358702155,34.840415954589844,-44.03313064575195,16042.0,67.77745000000002
1640,397,4,pyramidal L4,Layer 4,308,1,20101.633789415657,32485.028764667877,33.9128532409668,-61.902015686035156,36392.0,153.7562
1641,635,4,pyramidal L4,Layer 4,125,1,19305.062606707932,31113.916387489222,25.608179092407227,-43.84666442871094,22301.0,94.221725
1642,4729,4,pyramidal L4,Layer 2-3 medial,174,1,7977.197800478927,40503.77216399678,-77.14854431152344,-9.059168815612793,15556.0,65.7241
1643,5978,4,pyramidal L4,Layer 4,157,1,2160.9612680065,40716.40298368285,23.88619613647461,-35.56971740722656,26195.0,110.67387500000001
1644,1939,4,pyramidal L4,Layer 4,292,1,16680.341801275208,32225.971699127836,37.195655822753906,-62.55634307861328,54093.0,228.54292500000003
1645,1966,4,pyramidal L4,Layer 4,203,1,16219.02983569409,33473.36587856407,29.609622955322266,-33.87403106689453,40842.0,172.55745000000002
1646,648,4,pyramidal L4,Layer 4,95,1,18967.115042049787,29037.199535839878,27.756855010986328,-42.62434387207031,28209.0,119.183025
1647,383,4,pyramidal L4,Layer 4,163,1,20445.201042843677,32856.99605714613,25.764930725097656,-31.226839065551758,17475.0,73.83187499999998
1648,5058,4,pyramidal L4,Layer 4,144,1,4724.513991349315,38731.73978723171,31.514535903930664,-36.656028747558594,22418.0,94.71605000000004
1649,609,4,pyramidal L4,Layer 4,215,1,20023.66354639137,31169.186436114927,38.67317199707031,-53.0277099609375,29760.0,125.73599999999999
1650,7063,4,pyramidal L4,Layer 4,169,1,679.8445983936363,40363.421635474544,18.607669830322266,-39.0716667175293,25226.0,106.57985
1651,1955,4,pyramidal L4,Layer 4,260,1,16396.283446847523,34222.315089132986,31.770185470581055,-56.152618408203125,36620.0,154.71950000000004
1652,3591,4,pyramidal L4,Layer 4,270,1,12327.012027079036,35543.40628018649,10.220687866210938,-29.09551429748535,39416.0,166.5326
1653,4795,4,pyramidal L4,Layer 4,120,1,6513.26728747593,39314.100538709,28.949626922607422,-40.08177185058594,24322.0,102.76044999999999
1654,3594,4,pyramidal L4,Layer 4,171,1,12242.499339686501,36262.08459380083,35.8061637878418,-55.32044982910156,19591.0,82.77197500000001
1655,4935,4,pyramidal L4,Layer 4,93,1,8052.690659408934,37282.60247114088,24.800180435180664,-34.08702850341797,9863.0,41.67117500000001
1656,4815,4,pyramidal L4,Layer 4,74,1,5999.473590498317,39160.35973434827,23.477245330810547,-34.5294189453125,14878.0,62.85955
1657,2021,4,pyramidal L4,Layer 4,108,1,15043.170622755448,34347.80864933246,19.789432525634766,-43.280540466308594,16097.0,68.009825
1658,1781,4,pyramidal L4,Layer 4,210,1,15084.561136092623,35435.11580993628,31.377452850341797,-40.08494567871094,29832.0,126.0402
1659,417,4,pyramidal L4,Layer 4,152,1,19883.859241092938,32758.080175936422,41.55171203613281,-52.7102165222168,12842.0,54.25745
1660,2211,4,pyramidal L4,Layer 6,98,1,14999.668502242404,28041.41120750032,18.887428283691406,-22.885480880737305,22237.0,93.95132500000001
1661,1798,4,pyramidal L4,Layer 4,257,1,14665.874539830487,34846.62551528539,33.71744918823242,-57.933746337890625,40134.0,169.56615000000002
1662,416,4,pyramidal L4,Layer 4,433,1,19925.11465350153,33258.7118793992,34.477020263671875,-62.28813171386719,42594.0,179.95965
1663,597,4,pyramidal L4,Layer 4,176,1,20346.75321359651,30889.47748471981,-78.2317123413086,-9.600885391235352,24779.0,104.69127499999999
1664,148,4,pyramidal L4,Layer 4,51,1,20705.630822100968,28669.7565321292,36.07579803466797,-30.619544982910156,12756.0,53.8941
1665,2023,4,pyramidal L4,Layer 4,86,1,15082.547475213292,32333.46951332563,26.76768684387207,-29.46317481994629,14066.0,59.42885
1666,2088,4,pyramidal L4,Layer 4,202,1,13514.643341998657,34998.910944311145,37.832618713378906,-41.28125,26973.0,113.96092499999997
1667,2025,4,pyramidal L4,Layer 4,87,1,14983.092746490718,33866.844458721804,40.1644172668457,-43.33536911010742,22207.0,93.82457499999998
1668,2162,4,pyramidal L4,Layer 5,215,1,16226.89250997091,28297.71219618778,33.561912536621094,-38.74696350097656,59490.0,251.34525000000005
1669,4716,4,pyramidal L4,Layer 4,194,1,8279.757430574358,39697.61546590589,18.299388885498047,-42.60447311401367,18319.0,77.397775
1670,372,4,pyramidal L4,Layer 4,182,1,20671.49466031581,32672.797053002472,29.851085662841797,-36.90592956542969,25177.0,106.372825
1671,1825,4,pyramidal L4,Layer 4,78,1,14202.687731731348,35583.069671640405,41.20964813232422,-58.818016052246094,14254.0,60.22315000000001
1672,5942,4,pyramidal L4,Layer 4,99,1,2724.248591518666,40128.39934589145,30.82398223876953,-34.33669662475586,20908.0,88.33630000000001
1673,2044,4,pyramidal L4,Layer 4,152,1,14538.267179303975,33752.10793810629,38.70725631713867,-58.1219482421875,24420.0,103.17450000000001
1674,3656,4,pyramidal L4,Layer 4,85,1,10908.834574230656,37202.42521040148,17.717533111572266,-39.58428192138672,18917.0,79.92432499999998
1675,2160,4,pyramidal L4,Layer 5,168,1,16355.189686472817,28708.103065345982,26.844074249267578,-31.565940856933594,31696.0,133.91559999999998
1676,1953,4,pyramidal L4,Layer 4,159,1,16379.761893088944,33115.00872836914,35.42481994628906,-51.738197326660156,19033.0,80.41442500000001
1677,3628,4,pyramidal L4,Layer 3-4,175,1,11584.334851447993,37840.55462908282,20.00009536743164,-40.849910736083984,13096.0,55.3306
1678,5881,4,pyramidal L4,Layer 4,235,1,4018.6162479616614,41657.09370562247,22.59919548034668,-31.505813598632812,26810.0,113.27224999999997
1679,1837,4,pyramidal L4,Layer 4,128,1,14009.40018626206,35389.79538966358,37.56824493408203,-54.81822967529297,15911.0,67.22397500000001
1680,486,4,pyramidal L4,Layer 4,337,1,18407.515712170756,32196.892809957717,10.732505798339844,-29.513212203979492,41105.0,173.668625
1681,5993,4,pyramidal L4,Layer 4,19,1,1861.1151891822847,41099.08595849664,32.02823257446289,-45.955753326416016,5862.0,24.766949999999998
1682,104,4,pyramidal L4,Layer 3-4,198,1,21576.97130689807,32973.52249152413,28.800569534301758,-58.808921813964844,21386.0,90.35585000000002
1683,2019,4,pyramidal L4,Layer 4,161,1,15104.111413329316,34077.27230803443,32.11921691894531,-50.39366149902344,26229.0,110.81752500000002
1684,463,4,pyramidal L4,Layer 4,363,1,18959.066089524524,33334.285849964675,47.177032470703125,-51.93973922729492,45319.0,191.47277500000004
1685,569,4,pyramidal L4,Layer 4,167,1,16938.85134547039,33509.449552432714,36.249820709228516,-59.465389251708984,30259.0,127.84427500000001
1686,658,4,pyramidal L4,Layer 4,171,1,18697.824512901454,30765.20922225839,10.593679428100586,0.9739280343055725,25772.0,108.8867
1687,414,4,pyramidal L4,Layer 4,247,1,19909.300886959893,32334.202261297953,34.32680892944336,-54.806819915771484,30080.0,127.08800000000002
1688,515,4,pyramidal L4,Layer 4,166,1,17824.157360941368,32584.03309040765,31.192712783813477,-38.45083236694336,25876.0,109.32610000000003
1689,3601,4,pyramidal L4,Layer 4,162,1,12010.412492649792,36292.58210707882,22.236722946166992,-45.58283233642578,27483.0,116.11567500000001
1690,602,4,pyramidal L4,Layer 4,161,1,20120.20877824875,30016.87465111143,37.61766815185547,-58.07466125488281,23802.0,100.56344999999999
1691,7057,4,pyramidal L4,Layer 4,96,1,835.1850886387765,40649.95946264942,18.5877742767334,-32.78732681274414,25246.0,106.66434999999998
1692,4975,4,pyramidal L4,Layer 4,74,1,7097.830034481558,38271.04210650659,37.698486328125,-33.05885696411133,23954.0,101.20565000000003
1693,67,4,pyramidal L4,Layer 4,375,1,22523.260871651197,31853.015955742285,30.808082580566406,-58.61634063720703,52310.0,221.00975
1694,2099,4,pyramidal L4,Layer 4,134,1,13219.923741136481,32994.85733332152,34.59328079223633,-26.609634399414062,35024.0,147.9764
1695,1749,4,pyramidal L4,Layer 3-4,160,1,15641.26728489718,36323.77199169833,26.27292251586914,-34.81568145751953,16167.0,68.305575
1696,1945,4,pyramidal L4,Layer 4,226,1,16606.447177019218,33665.69067858641,37.82201385498047,-59.26245880126953,45661.0,192.91772500000002
1697,5979,4,pyramidal L4,Layer 4,307,1,2121.8080500233664,39996.00093534562,20.308677673339844,-37.49555969238281,46119.0,194.85277500000004
1698,1954,4,pyramidal L4,Layer 4,228,1,16392.920404211058,32364.328463621066,36.188690185546875,-38.73583984375,28575.0,120.72937499999998
1699,588,4,pyramidal L4,Layer 4,268,1,20626.471286737193,29278.385106277245,42.05788040161133,-54.57520294189453,50211.0,212.141475
1700,3786,4,pyramidal L4,Layer 4,293,1,12635.885389496989,34689.17402792553,34.08143615722656,-55.65085220336914,62865.0,265.604625
1701,4775,4,pyramidal L4,Layer 4,63,1,6900.828257211997,38879.98959838055,27.118816375732422,-33.21720886230469,10438.0,44.100550000000005
1702,3602,4,pyramidal L4,Layer 4,170,1,12003.718620715432,36779.13907350559,26.037567138671875,-53.82981872558594,33322.0,140.78545000000003
1703,584,4,pyramidal L4,Layer 4,79,1,20635.439295451702,30771.557521018345,36.28346633911133,-6.92280387878418,7232.0,30.555200000000003
1704,7092,4,pyramidal L4,Layer 4,108,1,53.337138598926686,40620.59685000649,19.10598373413086,-36.97591018676758,19991.0,84.46197500000001
1705,121,4,pyramidal L4,Layer 4,222,1,21274.200673976346,31827.06414452439,35.90579605102539,-63.65135192871094,25424.0,107.41640000000001
1706,653,4,pyramidal L4,Layer 4,108,1,18857.20031793715,27507.930193456086,21.485422134399414,-27.191469192504883,26049.0,110.05702500000001
1707,5834,4,pyramidal L4,Layer 4,100,1,5062.940774706094,39050.88695894909,18.397205352783203,-29.32083511352539,24259.0,102.494275
1708,410,4,pyramidal L4,Layer 4,189,1,20016.958170837534,33857.28699844731,26.19258689880371,-28.93574333190918,18114.0,76.53165000000003
1709,4952,4,pyramidal L4,Layer 4,111,1,7637.354955790317,38290.462974127615,22.357215881347656,-36.78464126586914,33400.0,141.11500000000004
1710,7055,4,pyramidal L4,Layer 4,103,1,842.0371220142442,40405.98358142115,29.29533576965332,-29.371700286865234,18279.0,77.228775
1711,367,4,pyramidal L4,Layer 4,240,1,20764.76746340366,31947.75987831923,35.14942932128906,-58.56649398803711,35000.0,147.87500000000003
1712,649,4,pyramidal L4,Layer 4,173,1,18944.509411038827,29244.428751421077,38.22760772705078,-55.05853271484375,41356.0,174.72910000000002
1713,523,4,pyramidal L4,Layer 4,394,1,17725.385251586653,32037.948179268482,32.8455924987793,-43.80531311035156,52989.0,223.878525
1714,620,4,pyramidal L4,Layer 4,158,1,19733.089161366464,30409.7008052767,38.38288116455078,-37.93722152709961,29298.0,123.78405000000001
1715,5972,4,pyramidal L4,Layer 4,35,1,2267.6174341745536,40062.01767213705,16.681472778320312,-41.48390197753906,6082.0,25.696450000000006
1716,711,4,pyramidal L4,Layer 4,205,1,17317.598456250915,30344.608324365323,27.59956932067871,-42.38285827636719,49116.0,207.51510000000002
1717,2007,4,pyramidal L4,Layer 4,83,1,15330.120962703853,31846.27045602193,25.69025230407715,-47.71000289916992,18944.0,80.0384
1718,1961,4,pyramidal L4,Layer 4,270,1,16272.748657124213,32647.171845930116,33.21086502075195,-42.850563049316406,27077.0,114.40032499999998
1719,2117,4,pyramidal L4,Layer 4,172,1,12837.702987702321,32798.95661178684,11.618678092956543,-16.789384841918945,29790.0,125.86274999999998
1720,2008,4,pyramidal L4,Layer 4,68,1,15315.981935609836,32679.559058723582,40.2357063293457,-57.36371994018555,16075.0,67.916875
1721,5941,4,pyramidal L4,Layer 4,51,1,2735.1397723599875,40031.81294592347,30.755762100219727,-46.622859954833984,8106.0,34.24785
1722,605,4,pyramidal L4,Layer 4,152,1,20141.250736026625,28439.437898398854,36.82624435424805,-42.247711181640625,46216.0,195.26260000000005
1723,5902,4,pyramidal L4,Layer 4,111,1,3553.6875342908243,40243.598429953476,29.2576847076416,-45.440185546875,19948.0,84.2803
1724,2029,4,pyramidal L4,Layer 4,130,1,14869.204988876072,32413.389200314694,36.32323455810547,-61.894142150878906,33075.0,139.74187500000002
1725,2102,4,pyramidal L4,Layer 4,113,1,13165.623089535857,33630.68765358074,32.11332702636719,-48.7658805847168,28393.0,119.96042499999999
1726,1814,4,pyramidal L4,Layer 3-4,159,1,14387.381876859294,36480.38315390072,30.472633361816406,-52.40890884399414,22614.0,95.54415
1727,625,4,pyramidal L4,Layer 4,227,1,19667.002755171467,28553.57587757529,31.147287368774414,-53.9035758972168,33605.0,141.98112500000002
1728,509,4,pyramidal L4,Layer 4,202,1,17949.42199643391,31444.178162975455,38.00459289550781,-63.939579010009766,29569.0,124.92902500000004
1729,1912,4,pyramidal L4,Layer 4,271,1,17285.939546750065,32779.12271115082,22.021533966064453,-28.1043758392334,28235.0,119.292875
1730,5919,4,pyramidal L4,Layer 4,128,1,3137.473075326452,40694.066414389374,22.950332641601562,-49.862648010253906,25090.0,106.00525000000002
1731,4962,4,pyramidal L4,Layer 4,73,1,7413.839687219515,37692.715215319105,17.353418350219727,-41.88063049316406,16546.0,69.90684999999999
1732,1991,4,pyramidal L4,Layer 4,201,1,15622.163816116741,32892.56936713062,24.925424575805664,-26.944852828979492,17205.0,72.69112500000003
1733,2275,4,pyramidal L4,Layer 6,147,1,13395.508892333442,30064.940039109453,12.005194664001465,-28.63825798034668,37154.0,156.97565
1734,3493,4,pyramidal L4,Layer 2-3 medial,38,1,9588.965874021422,40260.407702643555,0.2535536587238312,-16.84598159790039,4736.0,20.0096
1735,1777,4,pyramidal L4,Layer 4,62,1,15084.859616214399,35877.523657913734,18.667184829711914,-23.013978958129883,4587.0,19.380075000000005
1736,6073,4,pyramidal L4,Layer 4,92,1,4639.533776277727,38839.236944992015,17.942705154418945,-38.398033142089844,10889.0,46.006024999999994
1737,3793,4,pyramidal L4,Layer 4,163,1,12590.827178671083,33618.97465299725,-27.17416000366211,-19.356021881103516,44878.0,189.60955000000004
1738,713,4,pyramidal L4,Layer 4,246,1,17305.624562581,29702.47105115147,35.018978118896484,-36.15334701538086,54388.0,229.78930000000005
1739,1712,4,pyramidal L4,Layer 3-4,102,1,16505.742668820978,35296.38698756877,13.334206581115723,-18.842586517333984,15817.0,66.82682500000001
1740,5882,4,pyramidal L4,Layer 4,153,1,3998.785942515562,39961.52870753533,23.646841049194336,-50.87314224243164,15423.0,65.16217499999999
1741,7081,4,pyramidal L4,Layer 4,99,1,198.6047445219083,41006.746495798645,29.70387077331543,-34.966007232666016,15790.0,66.71275000000001
1742,3575,4,pyramidal L4,Layer 4,202,1,12656.034756888974,35669.59091336202,22.385822296142578,-45.52804946899414,29678.0,125.38954999999999
1743,393,4,pyramidal L4,Layer 4,228,1,20202.803120334178,31726.270465437312,35.78136444091797,-41.2174072265625,33908.0,143.26129999999998
1744,3804,4,pyramidal L4,Layer 4,130,1,12331.66021000435,32489.97537487689,10.353158950805664,-18.12733268737793,37184.0,157.10240000000002
1745,1936,4,pyramidal L4,Layer 4,391,1,16825.588618716964,33825.74167638875,34.357791900634766,-50.33884811401367,57188.0,241.61930000000004
1746,5987,4,pyramidal L4,Layer 4,182,1,1996.8972786085287,39827.05323366057,34.58555221557617,-40.95174026489258,39213.0,165.67492499999997
1747,2014,4,pyramidal L4,Layer 4,82,1,15232.840303567315,33216.09730837543,33.15081024169922,-60.36060333251953,12989.0,54.878524999999996
1748,2091,4,pyramidal L4,Layer 4,126,1,13445.21936333312,33602.21987101131,38.86274719238281,-54.024986267089844,20252.0,85.56470000000002
1749,3654,4,pyramidal L4,Layer 4,138,1,10900.523269666592,37347.5993398982,30.43999481201172,-21.917585372924805,18987.0,80.220075
1750,3566,4,pyramidal L4,Layer 4,114,1,12793.300443776776,35666.26009517472,36.385032653808594,-47.39893341064453,20124.0,85.02390000000001
1751,1999,4,pyramidal L4,Layer 4,124,1,15509.81680085675,31790.27167437081,25.796903610229492,-33.316139221191406,25124.0,106.1489
1752,501,4,pyramidal L4,Layer 4,206,1,18125.08321388396,31686.40957798875,24.867801666259766,-45.321041107177734,29654.0,125.28815000000002
1753,657,4,pyramidal L4,Layer 4,151,1,18739.77762389377,29724.943990784148,28.842300415039062,-56.91493606567383,14609.0,61.72302500000001
1754,4996,4,pyramidal L4,Layer 4,124,1,6555.666379825179,38208.45536350964,16.667430877685547,-26.827070236206055,21270.0,89.86574999999999
1755,5969,4,pyramidal L4,Layer 4,120,1,2279.5579453393766,40766.48004054955,35.074012756347656,-55.77069854736328,17845.0,75.395125
1756,1902,4,pyramidal L4,Layer 4,138,1,12731.263881181932,35351.68033532105,30.656644821166992,-35.951053619384766,15396.0,65.04809999999999
1757,3558,4,pyramidal L4,Layer 4,94,1,12941.231613299738,35560.27951071496,25.444507598876953,-42.952796936035156,10310.0,43.55975
1758,4717,4,pyramidal L4,Layer 4,296,1,8302.73119674082,39839.19537024629,23.504377365112305,-30.67998504638672,24898.0,105.19405
1759,1947,4,pyramidal L4,Layer 4,83,1,16534.937081321335,33006.142145470156,41.285118103027344,-60.55929183959961,12390.0,52.34775
1760,145,4,pyramidal L4,Layer 4,182,1,20676.047057991535,32672.787026244263,29.69219207763672,-36.74768829345703,23904.0,100.99440000000001
1761,748,4,pyramidal L4,Layer 4,148,1,19295.22753113474,26693.54197849832,14.055638313293457,-30.853445053100586,44111.0,186.36897500000003
1762,7079,4,pyramidal L4,Layer 4,83,1,235.18260320400077,41691.644608161434,24.894054412841797,-45.41294479370117,28835.0,121.82787500000003
1763,5002,4,pyramidal L4,Layer 4,188,1,6415.42267274511,38391.71569508429,38.434322357177734,-51.21564865112305,37602.0,158.86845
1764,1982,4,pyramidal L4,Layer 4,310,1,15842.906837407638,33969.91193931682,37.65329360961914,-59.329830169677734,46051.0,194.56547500000002
1765,395,4,pyramidal L4,Layer 4,155,1,20105.06243438978,32674.32577371143,26.67622947692871,-24.0360107421875,15821.0,66.843725
1766,3714,4,pyramidal L4,Layer 4,63,1,9647.248103361497,37392.51598900051,31.816673278808594,-47.664398193359375,13959.0,58.97677499999999
1767,489,4,pyramidal L4,Layer 4,365,1,18348.00869122288,32948.39124032066,32.51785659790039,-56.632694244384766,43149.0,182.30452499999998
1768,4951,4,pyramidal L4,Layer 4,126,1,7729.510239788029,36666.92711086055,20.4301700592041,-39.792686462402344,30429.0,128.56252500000002
1769,3584,4,pyramidal L4,Layer 4,122,1,12502.117698493656,35727.16093831598,12.131745338439941,-7.431942939758301,12334.0,52.11115
1770,567,4,pyramidal L4,Layer 4,261,1,16964.598618861834,34395.74004302538,34.16991424560547,-63.58420944213867,43781.0,184.97472500000003
1771,7086,4,pyramidal L4,Layer 4,32,1,151.00500504277807,42005.3871998783,25.673564910888672,-45.78658676147461,5747.0,24.281074999999998
1772,5894,4,pyramidal L4,Layer 4,205,1,3687.749250737441,39065.39415146043,21.949909210205078,-38.944522857666016,38654.0,163.31315000000004
1773,5140,4,pyramidal L4,Layer 6,125,1,7807.336363841874,33180.7377144279,13.206591606140137,-28.664566040039062,28525.0,120.51812500000001
1774,2013,4,pyramidal L4,Layer 4,132,1,15218.729371976035,31644.53324027444,38.924564361572266,-50.15342712402344,42287.0,178.66257499999998
1775,4789,4,pyramidal L4,Layer 4,124,1,6723.329145559659,38887.99236147801,41.9156608581543,-56.006690979003906,28264.0,119.41539999999999
1776,2072,4,pyramidal L4,Layer 4,59,1,13759.91405171364,32271.77035241862,16.524574279785156,-43.12311935424805,15212.0,64.2707
1777,4880,4,pyramidal L4,Layer 4,91,1,9277.688765757957,37875.97570557335,33.35863494873047,-28.995563507080078,16614.0,70.19415
1778,2115,4,pyramidal L4,Layer 4,81,1,12899.30468705023,34565.587692852394,24.28972816467285,-31.5775146484375,11835.0,50.002875
1779,3698,4,pyramidal L4,Layer 4,159,1,9931.175718527387,38374.27842827093,21.9822940826416,-47.676422119140625,19669.0,83.101525
1780,6045,4,pyramidal L4,Layer 4,169,1,679.8445983936363,40363.421635474544,18.607669830322266,-39.0716667175293,25226.0,106.57985
1781,3730,4,pyramidal L4,Layer 4,78,1,9345.192960219198,36742.369665660255,31.14017105102539,-32.85698318481445,20286.0,85.70835000000001
1782,2251,4,pyramidal L4,Layer 6,106,1,13940.441191260055,30360.635269388786,14.164329528808594,-21.963098526000977,24814.0,104.83914999999999
1783,607,4,pyramidal L4,Layer 4,188,1,20081.006636328257,29543.974524883044,28.416751861572266,-36.68223190307617,53475.0,225.93187500000002
1784,346,4,pyramidal L4,Layer 4,222,1,21274.200673976346,31827.06414452439,35.90579605102539,-63.65135192871094,25424.0,107.41640000000001
1785,4968,4,pyramidal L4,Layer 4,75,1,7234.450185525646,38489.58633339244,23.17104148864746,-41.28899383544922,15503.0,65.50017500000001
1786,582,4,pyramidal L4,Layer 4,51,1,20705.630822100968,28669.7565321292,36.07579803466797,-30.619544982910156,12756.0,53.8941
1787,360,4,pyramidal L4,Layer 4,286,1,20924.690106829086,32116.92609818947,32.43852615356445,-64.06832885742188,30518.0,128.93855000000005
1788,1817,4,pyramidal L4,Layer 4,215,1,14350.343077793515,35395.14642505501,31.431093215942383,-57.30097579956055,24692.0,104.3237
1789,424,4,pyramidal L4,Layer 4,203,1,19747.463748846254,31710.53758894601,37.638771057128906,-46.01333999633789,28814.0,121.73915000000001
1790,1907,4,pyramidal L4,Layer 4,159,1,12664.691222722417,35674.168396183086,25.514699935913086,-48.10468673706055,26590.0,112.34275000000001
1791,5868,4,pyramidal L4,Layer 4,140,1,4240.510074433125,40415.01312844825,21.971086502075195,-49.59572982788086,29065.0,122.79962499999999
1792,428,4,pyramidal L4,Layer 4,468,1,19700.54955134399,33255.92291752894,32.24848937988281,-59.27606964111328,39378.0,166.37205000000003
1793,5967,4,pyramidal L4,Layer 4,92,1,2289.729671609948,39917.527512988905,37.00682067871094,-55.47093200683594,15939.0,67.34227500000001
1794,2070,4,pyramidal L4,Layer 4,66,1,13851.081317044058,33676.469930736166,45.34038162231445,-50.545833587646484,8337.0,35.223825
1795,1740,4,pyramidal L4,Layer 4,489,1,15892.452741124484,35609.569162250584,25.49304962158203,-37.66324996948242,57690.0,243.74025
1796,5847,4,pyramidal L4,Layer 4,61,1,4677.509011911556,40177.0972627537,22.022579193115234,-43.004642486572266,9354.0,39.52065
1797,3719,4,pyramidal L4,Layer 4,176,1,9606.603477206028,37633.16867315222,14.974096298217773,-24.802913665771484,18502.0,78.17094999999999
1798,499,4,pyramidal L4,Layer 4,210,1,18112.803294198147,32092.619641956837,27.18375015258789,-28.64385223388672,29239.0,123.53477500000002
1799,7069,4,pyramidal L4,Layer 4,94,1,535.3893148153184,41755.688073567755,35.20185852050781,-43.16313552856445,26013.0,109.90492499999999
1800,1849,4,pyramidal L4,Layer 4,99,1,13757.596282803159,35676.55871253226,27.359453201293945,-47.136104583740234,11557.0,48.82832500000001
1801,7056,4,pyramidal L4,Layer 4,68,1,842.503188487528,41113.75162956228,44.88232421875,-57.359676361083984,20313.0,85.82242499999998
1802,5896,4,pyramidal L4,Layer 4,148,1,3661.196149946263,40959.354147227874,22.281686782836914,-47.2431755065918,31044.0,131.1609
1803,3678,4,pyramidal L4,Layer 4,69,1,10341.31373082339,36775.24068641729,20.550403594970703,-49.38813018798828,9953.0,42.051425
1804,492,4,pyramidal L4,Layer 4,185,1,18310.126986466898,32424.1438118206,24.244802474975586,-32.0220947265625,26978.0,113.98205000000003
1805,6001,4,pyramidal L4,Layer 4,239,1,1647.519452436758,41165.91944795142,18.70125961303711,-36.638267517089844,31810.0,134.39724999999999
1806,691,4,pyramidal L4,Layer 4,155,1,17851.798587478203,29312.068771193604,26.208749771118164,-49.030494689941406,31085.0,131.334125
1807,696,4,pyramidal L4,Layer 4,369,1,17736.524255228687,30445.576494278386,37.60810470581055,-56.549983978271484,63462.0,268.1269500000001
1808,86,4,pyramidal L4,Layer 4,429,1,21916.032892239728,32047.902663125104,47.257999420166016,-49.77079391479492,41674.0,176.07265000000004
1809,1992,4,pyramidal L4,Layer 4,80,1,15626.405451921755,32696.229797735556,26.602407455444336,-37.58476638793945,7607.0,32.139575
1810,2036,4,pyramidal L4,Layer 4,164,1,14719.781434610182,33356.513633953735,39.71612548828125,-62.70138168334961,36028.0,152.21830000000003
1811,5998,4,pyramidal L4,Layer 4,34,1,1740.0614523268669,41037.907039401915,42.89247131347656,-56.010128021240234,6059.0,25.599275
1812,3682,4,pyramidal L4,Layer 4,81,1,10236.781097795809,36918.172912255,19.840946197509766,-29.539329528808594,18093.0,76.44292500000002
1813,1768,4,pyramidal L4,Layer 4,210,1,15283.607232135593,35198.91248108221,28.193735122680664,-39.85401153564453,51249.0,216.52702500000004
1814,4832,4,pyramidal L4,Layer 4,159,1,5729.766612988307,39393.895739266474,35.494998931884766,-53.43378829956055,29665.0,125.33462499999999
1815,405,4,pyramidal L4,Layer 4,267,1,20025.135638271877,31538.622890902177,31.4992618560791,-60.01508331298828,43551.0,184.002975
1816,1927,4,pyramidal L4,Layer 4,169,1,17072.160357558907,33704.589318842845,46.62571334838867,-52.85112380981445,22841.0,96.50322500000001
1817,527,4,pyramidal L4,Layer 4,118,1,17659.208070410394,30647.819900930906,24.394861221313477,-26.394750595092773,16319.0,68.94777500000001
1818,6039,4,pyramidal L4,Layer 4,96,1,835.1850886387765,40649.95946264942,18.58780860900879,-32.78730392456055,25246.0,106.66434999999998
1819,5859,4,pyramidal L4,Layer 2-3 medial,297,1,4498.113896437477,41053.36214454313,21.837017059326172,-31.11472511291504,23037.0,97.33132499999999
1820,566,4,pyramidal L4,Layer 4,64,1,16972.278340163193,31270.72562024651,23.918916702270508,-42.969032287597656,11799.0,49.850775000000006
1821,3671,4,pyramidal L4,Layer 4,36,1,10457.562314858491,36595.63120984721,24.07854652404785,-39.035362243652344,6093.0,25.742924999999996
1822,2116,4,pyramidal L4,Layer 4,121,1,12839.836853288549,34229.08365261849,14.361588478088379,-41.369049072265625,17089.0,72.201025
