,CellID,ClusterID,ClusterName,Region,Total_molecules,Valid,X,Y,_tSNE_1,_tSNE_2,size_pix,size_um2
581,5204,16,Inhibitory Pthlh,Layer 5,591,1,6477.217327440492,35181.02807082744,14.366429328918457,-3.9191112518310547,56969.0,240.69402500000004
582,2338,16,Inhibitory Pthlh,Layer 6,186,1,16689.93622316354,24793.457687371727,13.796791076660156,-4.887616157531738,17277.0,72.99532500000002
584,5119,16,Inhibitory Pthlh,Layer 6,80,1,8263.90550034742,32792.869746693264,-47.5584716796875,-22.683320999145508,10074.0,42.56264999999999
586,5824,16,Inhibitory Pthlh,Layer 2-3 medial,95,1,5303.445877800117,41417.16936484562,-51.272369384765625,-22.606687545776367,10836.0,45.78210000000001
587,4950,16,Inhibitory Pthlh,Layer 4,100,1,7733.725497838532,36825.77866409781,22.315980911254883,-34.657798767089844,22220.0,93.87949999999998
590,5040,16,Inhibitory Pthlh,Layer 6,61,1,5192.313676150472,34710.96468751304,11.87545108795166,-2.8316895961761475,12987.0,54.870075
592,558,16,Inhibitory Pthlh,Layer 4,115,1,17188.300870356452,33024.96055309749,-57.149356842041016,-10.620368003845215,13191.0,55.731975
593,3604,16,Inhibitory Pthlh,Layer 3-4,197,1,11973.813580514434,37317.69714285267,10.586240768432617,-1.5432803630828857,10063.0,42.516175
595,4691,16,Inhibitory Pthlh,Layer 2-3 medial,110,1,8869.469019086375,40329.98082307061,-44.53868865966797,-22.35460090637207,17376.0,73.41359999999999
596,5663,16,Inhibitory Pthlh,Layer 2-3 medial,662,1,4390.920663199613,44895.795608430504,-47.806884765625,-18.277462005615234,60210.0,254.38725000000002
599,2001,16,Inhibitory Pthlh,Layer 4,164,1,15438.580058067475,32526.76668259433,-56.0798454284668,-11.144963264465332,17637.0,74.51632500000001
601,1636,16,Inhibitory Pthlh,Layer 2-3 lateral,412,1,14198.991756671312,40032.0233495836,-36.491294860839844,4.7511515617370605,34800.0,147.03000000000003
602,1,16,Inhibitory Pthlh,Pia Layer 1,324,1,21619.75148746381,39606.64552744204,14.163307189941406,-2.030388116836548,11400.0,48.165
604,37,16,Inhibitory Pthlh,Layer 2-3 lateral,167,1,21627.955767078776,34892.742699465016,5.938345909118652,-8.15285587310791,12882.0,54.42644999999999
606,4920,16,Inhibitory Pthlh,Layer 4,109,1,8477.507856885088,36887.48987267734,20.45307159423828,-36.40847396850586,20206.0,85.37035
608,665,16,Inhibitory Pthlh,Layer 4,210,1,18490.552807337775,30751.44819262078,11.02425765991211,-0.5333314538002014,14432.0,60.975200000000015
609,2471,16,Inhibitory Pthlh,Layer 6,122,1,14128.403547197682,24750.637509981083,11.850314140319824,4.638707160949707,7618.0,32.18605000000001
611,5146,16,Inhibitory Pthlh,Layer 6,299,1,7718.381053608238,33785.997419999534,11.31296157836914,-5.049583911895752,42778.0,180.73704999999998
612,7075,16,Inhibitory Pthlh,Layer 4,134,1,330.7004246367178,40993.04681690625,12.234285354614258,-5.773210048675537,16674.0,70.44765
613,2218,16,Inhibitory Pthlh,Layer 5,84,1,14755.058337642235,30418.675492910617,11.094053268432617,4.380928039550781,3879.0,16.388775
614,2601,16,Inhibitory Pthlh,Layer 6,169,1,15821.582579336458,22917.619072016383,-27.29554557800293,27.78883171081543,20816.0,87.9476
615,293,16,Inhibitory Pthlh,Layer 2-3 lateral,84,1,17935.86623990961,38528.5715216856,12.821148872375488,1.1314386129379272,11502.0,48.59595
616,781,16,Inhibitory Pthlh,Layer 6,269,1,18063.304163140958,23400.070308518658,13.5415678024292,-3.527015447616577,38610.0,163.12724999999998
617,4661,16,Inhibitory Pthlh,Layer 2-3 medial,223,1,4917.573957446333,43746.68986592183,-48.609867095947266,-20.739032745361328,29119.0,123.02777500000002
619,7073,16,Inhibitory Pthlh,Layer 4,171,1,452.229930273792,41047.41582882203,14.914796829223633,-5.986044406890869,25557.0,107.978325
620,4849,16,Inhibitory Pthlh,Layer 2-3 medial,95,1,5303.445877800117,41417.16936484562,-51.27236557006836,-22.6066837310791,10836.0,45.78210000000001
621,1831,16,Inhibitory Pthlh,Layer 3-4,198,1,14077.491565131411,37500.80801589576,5.971423149108887,-8.561751365661621,17314.0,73.15165000000002
622,203,16,Inhibitory Pthlh,Layer 2-3 lateral,155,1,20647.501981705056,36356.17434676887,6.64762544631958,-9.45313835144043,28716.0,121.3251
623,5685,16,Inhibitory Pthlh,Layer 2-3 medial,91,1,3651.2739627067967,44881.651866995184,-49.10171127319336,-18.96416664123535,9184.0,38.80239999999999
624,4847,16,Inhibitory Pthlh,Layer 4,115,1,5379.910781670784,40766.01667328546,9.269536972045898,-7.080550193786621,16290.0,68.82525000000001
625,585,16,Inhibitory Pthlh,Layer 4,99,1,20623.12705627926,30715.094037233957,10.746752738952637,1.445203185081482,6192.0,26.1612
626,6314,16,Inhibitory Pthlh,Layer 6,174,1,3283.2959268613595,34827.916558303485,-30.604467391967773,3.4128894805908203,25405.0,107.33612500000002
627,4934,16,Inhibitory Pthlh,Layer 4,209,1,8070.811181017638,36311.56068338266,-46.57324981689453,-19.047208786010742,52889.0,223.45602499999998
628,6113,16,Inhibitory Pthlh,Layer 5,54,1,3498.3163303546207,36753.138887670066,-9.405033111572266,-17.190521240234375,11122.0,46.99045000000001
629,44,16,Inhibitory Pthlh,Layer 2-3 lateral,252,1,21016.17862697219,36538.12272552961,-18.978227615356445,13.452984809875488,39898.0,168.56905
630,3528,16,Inhibitory Pthlh,Layer 2-3 medial,110,1,8869.469019086375,40329.98082307061,-44.53868865966797,-22.35460090637207,17376.0,73.41359999999999
633,3670,16,Inhibitory Pthlh,Layer 4,187,1,10480.79714423394,36475.986394427055,9.696553230285645,-7.113566875457764,22815.0,96.39337500000002
634,1621,16,Inhibitory Pthlh,Layer 2-3 lateral,270,1,14557.835972776516,40926.48286853843,-55.987060546875,-12.144980430603027,11451.0,48.380475000000004
635,7663,16,Inhibitory Pthlh,Layer 6,98,1,280.8883111618743,33240.84673520115,12.75074577331543,-2.877887010574341,9307.0,39.322075000000005
636,4916,16,Inhibitory Pthlh,Layer 5,31,1,8535.223306336738,35161.51018962036,8.313579559326172,-8.228351593017578,4327.0,18.281575000000004
637,6248,20,Inhibitory Vip,Layer 6,268,1,4782.748547756233,32399.26520451686,-37.82802200317383,-3.4781410694122314,16303.0,68.88017500000001
638,275,20,Inhibitory Vip,Layer 2-3 lateral,160,1,18469.851750962658,37012.499187539695,-23.496843338012695,9.409082412719727,23155.0,97.829875
639,87,20,Inhibitory Vip,Layer 3-4,157,1,21907.056563979433,33439.206463084454,-24.266992568969727,13.419334411621094,12629.0,53.357524999999995
640,5007,20,Inhibitory Vip,Layer 5,218,1,6255.386704151882,36486.26270523211,-22.765573501586914,5.377854347229004,47167.0,199.280575
641,3367,20,Inhibitory Vip,Layer 2-3 medial,150,1,13011.05444050166,41802.73441953161,-20.7397403717041,9.848855972290039,22930.0,96.87925000000001
642,298,20,Inhibitory Vip,Layer 2-3 lateral,154,1,17833.129395981763,37720.26853269599,-22.305997848510742,7.841548919677734,28777.0,121.58282500000001
643,5020,20,Inhibitory Vip,Layer 5,214,1,5947.3151098140515,36418.11711120677,-34.29412841796875,-1.6329790353775024,31629.0,133.632525
644,5238,20,Inhibitory Vip,Layer 6,87,1,5627.614642389304,34413.041043630175,-29.060035705566406,13.186882972717285,19055.0,80.50737500000002
646,7089,20,Inhibitory Vip,Layer 4,104,1,119.23923525051578,41223.8928117256,19.859634399414062,-32.95644760131836,30123.0,127.269675
648,1048,20,Inhibitory Vip,Layer 6,151,1,18053.252965212927,19237.182932687712,-30.119462966918945,13.469742774963379,34726.0,146.71735
649,268,20,Inhibitory Vip,Layer 2-3 lateral,381,1,18577.83516028889,37206.07552932903,-29.654865264892578,10.878866195678711,45603.0,192.67267500000003
650,258,20,Inhibitory Vip,Layer 2-3 lateral,145,1,18863.964082994946,34678.650977206744,-32.189788818359375,7.722575664520264,8899.0,37.598274999999994
651,4830,20,Inhibitory Vip,Layer 4,191,1,5776.663535147229,40041.73750056299,-30.81015396118164,9.58926773071289,16508.0,69.7463
652,5818,20,Inhibitory Vip,Layer 2-3 medial,27,1,812.6248139093041,44358.291293878545,-27.631593704223633,5.8167405128479,4139.0,17.487275000000004
653,2295,20,Inhibitory Vip,Layer 6,34,1,12889.995434832232,30113.013289786344,-31.79169464111328,13.098867416381836,2372.0,10.021700000000003
654,2570,20,Inhibitory Vip,Layer 6,193,1,16635.203223755776,22880.451566172218,-26.610851287841797,19.791467666625977,35589.0,150.36352500000004
655,899,20,Inhibitory Vip,Layer 6,312,1,17855.931119376695,22470.36865268227,-23.055814743041992,16.091577529907227,40348.0,170.4703
656,1591,20,Inhibitory Vip,Layer 2-3 medial,318,1,15573.162894590192,39534.92009697744,-32.5167236328125,8.988574028015137,34044.0,143.8359
661,1596,20,Inhibitory Vip,Layer 2-3 lateral,180,1,15372.23803387446,38887.20394318645,-22.705320358276367,8.689570426940918,27564.0,116.4579
662,137,20,Inhibitory Vip,Layer 4,336,1,20827.752094886735,31668.722862894967,-45.19137191772461,-13.55868911743164,53941.0,227.90072499999997
663,914,20,Inhibitory Vip,Layer 6,118,1,17366.858569004715,20721.131786360784,-11.59837532043457,10.511985778808594,18193.0,76.86542500000002
664,2580,20,Inhibitory Vip,Layer 6,79,1,16396.594209717376,21051.213451060423,-29.480751037597656,11.999711036682129,4571.0,19.312475
665,4668,20,Inhibitory Vip,Layer 2-3 medial,193,1,4676.005186543967,46141.96923228561,-31.446035385131836,10.316104888916016,14459.0,61.08927500000001
667,2577,20,Inhibitory Vip,Layer 6,162,1,16457.955974128516,20945.366186880008,-30.48836326599121,13.308688163757324,18246.0,77.08935
668,202,20,Inhibitory Vip,Pia Layer 1,88,1,20728.262644756825,37829.3674484968,-33.968055725097656,8.07236385345459,8222.0,34.73795
669,5232,20,Inhibitory Vip,Layer 6,120,1,5801.3872097240055,31327.259704808053,-27.924232482910156,17.759593963623047,17094.0,72.22215000000003
670,2291,20,Inhibitory Vip,Layer 6,173,1,12984.988178690426,30018.014166388057,-28.1264705657959,12.512845993041992,19294.0,81.51714999999999
672,2469,20,Inhibitory Vip,Layer 6,36,1,14200.378954277745,25979.76279206586,-47.96826934814453,11.269715309143066,2597.0,10.972325
674,1713,20,Inhibitory Vip,Layer 2-3 lateral,239,1,16525.254546930595,38136.16730543808,-31.367002487182617,9.665253639221191,31963.0,135.043675
676,1574,20,Inhibitory Vip,Layer 2-3 lateral,228,1,16756.629520543676,39266.05530707532,-32.8372688293457,15.142294883728027,20114.0,84.98165000000002
677,2563,20,Inhibitory Vip,Layer 6,6,1,16867.25463728622,21684.392810834564,-33.220436096191406,1.6254608631134033,1304.0,5.5094
679,232,20,Inhibitory Vip,Layer 2-3 lateral,106,1,19739.563578302317,35604.18783825752,-3.603302478790283,-28.476200103759766,20743.0,87.63917500000004
680,379,20,Inhibitory Vip,Layer 2-3 lateral,282,1,20453.109479776052,34110.65704945147,-21.3797607421875,15.869571685791016,23140.0,97.7665
681,3398,20,Inhibitory Vip,Layer 2-3 lateral,304,1,11893.843906832493,42191.21580836065,-37.00253677368164,-0.29633408784866333,30661.0,129.54272500000002
682,2517,20,Inhibitory Vip,Layer 6,194,1,13241.367363943411,24692.11952797529,-26.091629028320312,12.595063209533691,29511.0,124.68397499999999
683,2294,20,Inhibitory Vip,Layer 6,81,1,12899.994466465543,30072.64434507197,-28.07693099975586,13.471232414245605,3098.0,13.089050000000002
684,255,20,Inhibitory Vip,Layer 2-3 lateral,116,1,18944.11743322063,34745.17410152632,-32.764495849609375,6.700164794921875,6205.0,26.216125
685,4629,20,Inhibitory Vip,Layer 2-3 medial,156,1,5899.539492336258,45058.50293929333,-35.64408874511719,-0.000268667412456125,16138.0,68.18305000000001
686,5763,20,Inhibitory Vip,Layer 2-3 medial,132,1,1879.8147358984024,44145.1776307308,-20.582151412963867,7.492441654205322,23636.0,99.86210000000001
688,5608,20,Inhibitory Vip,Layer 2-3 medial,416,1,2419.9541585225234,46617.95148580568,-35.502262115478516,-2.411393404006958,47606.0,201.13535000000005
689,6734,20,Inhibitory Vip,Layer 2-3 medial,27,1,812.6248139093041,44358.291293878545,-27.631593704223633,5.8167405128479,4139.0,17.487275000000004
691,4071,20,Inhibitory Vip,Layer 6,123,1,10722.30920187978,28515.522629148567,-26.772539138793945,20.44867706298828,10852.0,45.8497
693,1679,20,Inhibitory Vip,Layer 2-3 lateral,254,1,17267.159777539884,37240.512827305494,-23.45985984802246,7.760671138763428,38225.0,161.50062499999999
694,1864,20,Inhibitory Vip,Layer 3-4,231,1,13561.105461028945,36884.85947084126,0.8879891037940979,-8.633400917053223,20995.0,88.70387500000002
695,1667,20,Inhibitory Vip,Layer 2-3 medial,150,1,13011.05444050166,41802.73441953161,-20.739768981933594,9.848816871643066,22930.0,96.87925000000001
696,6766,20,Inhibitory Vip,Layer 2-3 medial,83,1,22.21421525527694,46329.171710251256,-38.14020919799805,-5.673243045806885,11299.0,47.738275
697,2219,20,Inhibitory Vip,Layer 6,154,1,14742.985299697097,26665.20304403758,-34.328765869140625,33.47468566894531,22496.0,95.04560000000002
699,5340,20,Inhibitory Vip,Layer 6,173,1,8025.296573761538,29594.381234046486,-25.481929779052734,20.951435089111328,19931.0,84.20847499999999
700,6083,20,Inhibitory Vip,Layer 4,154,1,4469.067027585072,38475.53804976325,-34.58305358886719,-0.7146453857421875,14792.0,62.49620000000001
701,2163,20,Inhibitory Vip,Layer 5,65,1,16178.55825807531,28775.651722047045,-24.649688720703125,4.713481426239014,9861.0,41.662724999999995
702,214,20,Inhibitory Vip,Layer 2-3 lateral,125,1,20299.919522594755,36074.9922792344,-22.894454956054688,5.726436138153076,25569.0,108.02902500000003
703,847,20,Inhibitory Vip,Layer 6,254,1,20319.987216049187,18893.519027891467,-24.908830642700195,19.84398651123047,41612.0,175.81069999999997
704,35,20,Inhibitory Vip,Layer 2-3 lateral,115,1,21664.816828778155,34797.82301663658,-12.559292793273926,10.379813194274902,18566.0,78.44135
705,227,20,Inhibitory Vip,Layer 2-3 lateral,325,1,19906.213483269574,36149.88300775346,-6.998483180999756,-32.50834274291992,49755.0,210.214875
706,6249,20,Inhibitory Vip,Layer 6,440,1,4737.702374770986,33306.63456567332,-37.37309265136719,-1.2815920114517212,32983.0,139.35317500000002
707,174,20,Inhibitory Vip,Layer 2-3 lateral,294,1,17498.901404112054,38609.33880302107,-32.63787078857422,7.16840124130249,32617.0,137.80682500000003
708,3957,20,Inhibitory Vip,Layer 6,173,1,12984.988178690426,30018.014166388057,-28.1264705657959,12.512845993041992,19294.0,81.51714999999999
709,96,20,Inhibitory Vip,Layer 4,136,1,21689.917300942605,32391.650390298495,-24.89632797241211,13.170876502990723,15819.0,66.83527500000001
710,3599,20,Inhibitory Vip,Layer 3-4,332,1,12152.969209782452,37196.25254506683,-36.52278518676758,-2.3604087829589844,20591.0,86.996975
711,57,20,Inhibitory Vip,Pia Layer 1,88,1,20728.262644756825,37829.3674484968,-33.968055725097656,8.07236385345459,8222.0,34.73795
712,4002,20,Inhibitory Vip,Layer 6,176,1,12151.393061522242,29983.39251045618,-25.17666244506836,9.122570037841797,20562.0,86.87445
715,963,20,Inhibitory Vip,Layer 6,260,1,20404.860777472648,18199.526610603712,-25.56998634338379,8.31979751586914,46273.0,195.503425
716,4021,20,Inhibitory Vip,Layer 6,152,1,11669.95761997077,30050.62465665676,-24.137205123901367,17.916181564331055,31760.0,134.186
717,4046,20,Inhibitory Vip,Layer 6,124,1,11059.57454957224,28003.89816667333,-23.745433807373047,17.098569869995117,11635.0,49.157875000000004
718,226,20,Inhibitory Vip,Layer 2-3 lateral,82,1,19934.831345030263,35918.79359355803,-25.456317901611328,5.862054347991943,18886.0,79.79335
719,4167,20,Inhibitory Vip,Layer 6,194,1,13241.367363943411,24692.11952797529,-26.091629028320312,12.595063209533691,29511.0,124.68397499999999
720,1782,20,Inhibitory Vip,Layer 3-4,273,1,15049.74586230196,36617.088182991734,-34.205814361572266,-0.468751460313797,28657.0,121.07582500000001
721,2538,20,Inhibitory Vip,Layer 6,85,1,17316.495467394914,20043.85957906817,-22.043676376342773,15.756291389465332,15355.0,64.874875
722,1026,20,Inhibitory Vip,Layer 6,398,1,18560.498555213246,18168.40854460269,-26.257532119750977,12.512992858886719,48712.0,205.80820000000006
723,5785,20,Inhibitory Vip,Layer 4,17,1,1430.2562003824714,42589.54456252976,-33.3670768737793,1.4229472875595093,2090.0,8.830249999999998
724,305,20,Inhibitory Vip,Layer 2-3 lateral,155,1,17575.579105729703,36239.82605880352,-23.12272834777832,8.842214584350586,22218.0,93.87105000000003
726,276,20,Inhibitory Vip,Layer 2-3 lateral,223,1,18378.189470246958,37245.65326415334,-30.118934631347656,10.34303092956543,10730.0,45.334250000000004
727,5278,20,Inhibitory Vip,Layer 6,268,1,4782.748547756233,32399.26520451686,-37.82802200317383,-3.4781408309936523,16303.0,68.88017500000001
728,943,20,Inhibitory Vip,Layer 6,6,1,16867.25463728622,21684.392810834564,-33.220436096191406,1.6254608631134033,1304.0,5.5094
729,3961,20,Inhibitory Vip,Layer 6,34,1,12889.995434832232,30113.013289786344,-31.79169464111328,13.098867416381836,2372.0,10.021700000000003
730,4096,20,Inhibitory Vip,Layer 6,78,1,10139.558265660095,28043.70238371834,-30.43488883972168,14.026996612548828,18892.0,79.8187
732,2243,20,Inhibitory Vip,Layer 6,153,1,14106.544457830676,28730.288717964166,-28.03272819519043,11.63502025604248,17349.0,73.29952500000003
734,688,20,Inhibitory Vip,Layer 5,168,1,17875.332939211832,28763.24352459782,0.3664763271808624,-9.590201377868652,19979.0,84.41127500000003
735,5960,20,Inhibitory Vip,Layer 4,324,1,2355.3230893161854,41236.81291280483,-32.896728515625,8.890318870544434,24242.0,102.42245
736,1584,20,Inhibitory Vip,Layer 2-3 lateral,342,1,16084.471885694098,39461.83880236391,-27.594135284423828,10.327068328857422,46817.0,197.801825
737,362,20,Inhibitory Vip,Layer 4,336,1,20827.752094886735,31668.722862894967,-45.19137191772461,-13.55868911743164,53941.0,227.90072499999997
738,6299,20,Inhibitory Vip,Layer 6,138,1,3621.7925724506495,31781.49075200773,-23.510936737060547,14.691038131713867,19634.0,82.95365
739,422,20,Inhibitory Vip,Layer 4,416,1,19801.18213195746,33753.19343149809,-30.399229049682617,10.6712064743042,33707.0,142.41207500000002
740,1856,20,Inhibitory Vip,Layer 4,445,1,13608.762861660238,35608.95670415437,-32.00740051269531,8.827242851257324,38676.0,163.40609999999998
741,5019,20,Inhibitory Vip,Layer 5,125,1,5979.7796579529495,36554.183536129276,-35.061981201171875,-0.8872354626655579,12119.0,51.202774999999995
743,43,20,Inhibitory Vip,Layer 2-3 lateral,241,1,21139.964241476715,36267.25368545068,-22.533708572387695,12.185510635375977,36963.0,156.168675
744,251,20,Inhibitory Vip,Layer 2-3 lateral,234,1,19062.80495351426,37115.58858048354,-32.83988952636719,15.147936820983887,18574.0,78.47515
745,315,20,Inhibitory Vip,Layer 2-3 lateral,254,1,17267.159777539884,37240.512827305494,-23.459781646728516,7.760595321655273,38225.0,161.50062499999999
747,36,20,Inhibitory Vip,Layer 2-3 lateral,174,1,21634.891227667555,34705.17430792212,-22.124711990356445,9.664064407348633,28808.0,121.71380000000002
748,5279,20,Inhibitory Vip,Layer 6,440,1,4737.702374770986,33306.63456567332,-37.37309265136719,-1.2815920114517212,32983.0,139.35317500000002
749,39,20,Inhibitory Vip,Layer 2-3 lateral,125,1,21515.068293221597,35495.741930005315,-33.795860290527344,-1.91146981716156,38966.0,164.63135000000003
750,5318,20,Inhibitory Vip,Layer 6,141,1,8470.209223702936,28934.276708924794,-23.638742446899414,14.790207862854004,9776.0,41.303599999999996
751,2181,20,Inhibitory Vip,Layer 6,202,1,15745.693882961483,27553.549205275012,-10.669999122619629,11.238208770751953,18816.0,79.4976
753,5234,20,Inhibitory Vip,Layer 6,141,1,5792.4211203687555,31432.349878242418,-32.3648796081543,8.096762657165527,13019.0,55.005275000000005
754,188,20,Inhibitory Vip,Layer 2-3 lateral,241,1,21139.964241476715,36267.25368545068,-22.53369903564453,12.185503959655762,36963.0,156.168675
756,5787,20,Inhibitory Vip,Layer 4,48,1,1448.6327629690713,42771.79718556184,-32.39951705932617,-1.192952275276184,9237.0,39.026325
757,5786,20,Inhibitory Vip,Layer 4,73,1,1418.4320335962511,42678.09944320822,-55.75893783569336,-16.20573616027832,8738.0,36.91805000000001
758,63,20,Inhibitory Vip,Layer 2-3 lateral,322,1,22552.126047928297,34447.02911549426,-30.257720947265625,9.409929275512695,28772.0,121.56170000000003
759,6108,20,Inhibitory Vip,Layer 5,137,1,3644.8213721318643,36186.316081302386,-23.576126098632812,10.001762390136719,29633.0,125.199425
760,1572,20,Inhibitory Vip,Layer 2-3 lateral,187,1,16909.726107101138,39313.77395955172,-30.521177291870117,11.857604026794434,14280.0,60.333
761,3981,20,Inhibitory Vip,Layer 6,443,1,12601.545820332029,29345.169205565722,-31.273998260498047,13.426054000854492,44358.0,187.41255
763,1920,20,Inhibitory Vip,Layer 3-4,117,1,17204.22687744054,34720.914335219626,-36.42147445678711,-1.0723408460617065,11195.0,47.29887500000001
764,2245,20,Inhibitory Vip,Layer 6,135,1,14061.475363334503,28617.41994363538,-35.85716247558594,9.527308464050293,13427.0,56.729075
765,3960,20,Inhibitory Vip,Layer 6,81,1,12899.994466465543,30072.64434507197,-28.07693099975586,13.471232414245605,3098.0,13.089050000000002
766,1751,20,Inhibitory Vip,Layer 2-3 lateral,376,1,15632.163913289382,38084.07829281596,-30.362316131591797,10.046455383300781,27689.0,116.98602500000003
767,131,20,Inhibitory Vip,Layer 2-3 lateral,161,1,20967.92990654214,33773.03142849116,-2.784055471420288,-27.3480167388916,25592.0,108.12620000000003
769,846,20,Inhibitory Vip,Layer 6,12,1,20330.509383088698,19458.641800703932,-34.720027923583984,-3.610549211502075,17780.0,75.1205
770,224,20,Inhibitory Vip,Layer 2-3 lateral,266,1,19931.20368452831,36930.83338715415,-5.051661491394043,-28.334623336791992,35371.0,149.442475
771,285,20,Inhibitory Vip,Layer 2-3 lateral,173,1,18103.68971866448,38608.30205741606,-25.59694480895996,7.104722499847412,27326.0,115.45235
772,356,20,Inhibitory Vip,Layer 2-3 lateral,161,1,20967.92990654214,33773.03142849116,-2.784041404724121,-27.348045349121094,25592.0,108.12620000000003
773,5653,20,Inhibitory Vip,Layer 2-3 medial,189,1,4674.70684102903,46141.640881724066,-31.495098114013672,10.31096076965332,14685.0,62.044124999999994
774,4215,20,Inhibitory Vip,Layer 6,339,1,11663.02283617745,26530.71203335054,-36.07615661621094,-7.083038330078125,30181.0,127.51472500000003
775,6303,20,Inhibitory Vip,Layer 6,168,1,3499.933542564908,31963.34637865364,-26.132495880126953,20.250879287719727,19437.0,82.12132500000001
776,3384,20,Inhibitory Vip,Layer 2-3 medial,406,1,12410.330575329624,41429.4562472114,-35.58628463745117,-1.351258635520935,43346.0,183.13685000000004
777,2262,20,Inhibitory Vip,Layer 6,248,1,13656.288710448347,28866.52379287479,-33.13604736328125,12.379440307617188,20329.0,85.890025
778,6330,20,Inhibitory Vip,Layer 6,373,1,2898.2642890125717,33989.88304527027,-32.72821807861328,12.55152702331543,38095.0,160.95137500000004
779,7331,9,Pyramidal Cpne5,Layer 5,132,1,1242.3702211113523,37644.54051392512,-32.31584548950195,-35.4185905456543,37432.0,158.15019999999998
780,6308,9,Pyramidal Cpne5,Layer 6,137,1,3387.006238119611,33600.051664374376,-30.32558250427246,-30.92636489868164,30176.0,127.49360000000001
781,6171,9,Pyramidal Cpne5,Layer 5,116,1,1925.8223340397672,37834.20918391103,-30.795562744140625,-31.708377838134766,31421.0,132.75372500000003
782,6185,9,Pyramidal Cpne5,Layer 6,113,1,1581.1311093534314,34614.55145322907,-33.11711883544922,-34.7857780456543,28561.0,120.67022500000003
783,4811,9,Pyramidal Cpne5,Layer 4,209,1,6131.312829594837,40532.93592359578,-33.1818733215332,-29.761703491210938,32688.0,138.1068
784,7336,9,Pyramidal Cpne5,Layer 5,101,1,1177.0172153128478,36566.353003858385,-32.749778747558594,-27.127498626708984,37327.0,157.70657500000004
785,4138,9,Pyramidal Cpne5,Layer 6,65,1,9226.402115479326,29929.636366635586,-40.944374084472656,-41.32202911376953,13352.0,56.41220000000002
786,3972,9,Pyramidal Cpne5,Layer 6,147,1,12757.889097171072,28301.35606400794,-35.910865783691406,-41.080711364746094,44133.0,186.461925
787,5186,9,Pyramidal Cpne5,Layer 6,125,1,6896.054244007439,32392.20471799712,-35.34660339355469,-34.8705940246582,32784.0,138.51239999999999
788,4785,9,Pyramidal Cpne5,Layer 2-3 medial,174,1,6733.405950504628,42606.91086259066,-29.668811798095703,-40.86281204223633,17802.0,75.21344999999998
789,4718,9,Pyramidal Cpne5,Layer 2-3 medial,359,1,8216.135877583958,40283.15610405913,-71.5589370727539,-8.374822616577148,37809.0,159.74302499999996
790,3480,9,Pyramidal Cpne5,Layer 2-3 medial,277,1,9783.927006853692,41610.09563284904,-28.72307014465332,-53.424129486083984,39516.0,166.95510000000002
791,2463,9,Pyramidal Cpne5,Layer 6,153,1,14274.964256819681,25570.66642204788,-31.182565689086914,-38.93817138671875,25178.0,106.37705000000004
792,5214,9,Pyramidal Cpne5,Layer 6,148,1,6254.528817805673,32701.55927356481,-39.04895782470703,-34.44860076904297,36261.0,153.202725
793,1897,9,Pyramidal Cpne5,Layer 3-4,195,1,12777.105121514966,36300.184036618804,-32.628204345703125,-44.339805603027344,39002.0,164.78345000000002
794,2328,9,Pyramidal Cpne5,Layer 6,166,1,16966.201666956273,25213.43829765788,-36.821285247802734,-39.41252899169922,39858.0,168.40004999999996
795,6199,9,Pyramidal Cpne5,Layer 5,132,1,1242.3702211113523,37644.54051392512,-32.315853118896484,-35.41858673095703,37432.0,158.15019999999998
796,5038,9,Pyramidal Cpne5,Layer 5,134,1,5279.777261503499,35710.59060669374,-37.21898651123047,-41.171390533447266,49259.0,208.11927500000002
797,5294,9,Pyramidal Cpne5,Layer 6,50,1,9037.066428747039,30069.30130428272,-40.192386627197266,-44.83686065673828,10846.0,45.824349999999995
798,4787,9,Pyramidal Cpne5,Layer 2-3 medial,185,1,6735.5222748406195,41959.96405298897,-27.26613426208496,-43.558433532714844,19076.0,80.5961
799,863,9,Pyramidal Cpne5,Layer 6,34,1,18742.426939830882,20317.4777143095,-38.51668167114258,-43.35651397705078,11103.0,46.910175
800,5260,9,Pyramidal Cpne5,Layer 6,177,1,5164.120538697687,33397.34341795428,-41.34841537475586,-34.895606994628906,30087.0,127.11757499999999
801,5259,9,Pyramidal Cpne5,Layer 6,130,1,5160.5205125437315,32014.22311725059,-34.71327590942383,-41.17029571533203,23806.0,100.58035
802,6233,9,Pyramidal Cpne5,Layer 6,124,1,5094.26352585723,33761.36992016136,-36.045658111572266,-42.16313171386719,25883.0,109.35567499999999
803,5123,9,Pyramidal Cpne5,Layer 5,230,1,8152.473875353931,35222.008819627976,-73.64325714111328,-13.981527328491211,35576.0,150.3086
804,3853,9,Pyramidal Cpne5,Layer 6,160,1,10804.67281156636,30606.18034321623,-31.08125877380371,-31.94988441467285,33302.0,140.70095000000003
805,5169,9,Pyramidal Cpne5,Layer 6,131,1,7294.46380203998,31899.177644108342,-35.62738800048828,-43.84474182128906,36655.0,154.867375
806,5920,9,Pyramidal Cpne5,Layer 4,31,1,3125.7386259935884,38721.55710647956,-37.156105041503906,-28.32147789001465,7784.0,32.8874
807,6721,9,Pyramidal Cpne5,Layer 2-3 medial,163,1,1004.8501390452839,44469.24330791975,-29.336645126342773,-53.564964294433594,22905.0,96.773625
